Ensembl_human_genes,Chromosome,Startsite,Strand,Band,Symbol,EntrezGene,Unigene,Tissue_number,Tissues,Max_tissue
ENSG00000095319,9,128947699,1,q34.11,NUP188,23511,Hs.308340,1,/testis,testis
ENSG00000126883,9,131125561,1,q34.13,NUP214,8021,Hs.654530,1,/testis,testis
ENSG00000130950,9,94318196,-1,q22.32,NUTM2F,54754,Hs.648183,1,/testis,testis
ENSG00000188152,9,96928310,1,q22.33,NUTM2G,441457,Hs.652383,1,/testis,testis
ENSG00000136811,9,128455186,1,q34.11,ODF2,4957,Hs.129055,1,/testis,testis
ENSG00000178814,8,144051266,-1,q24.3,OPLAH,26873,Hs.305882,1,/testis,testis
ENSG00000179919,12,55221025,1,q13.2,OR10A7,121364,Hs.554557,1,/testis,testis
ENSG00000174970,11,55965755,-1,q12.1,OR10AG1,282770,Hs.554525,1,/testis,testis
ENSG00000206474,6,29439306,1,p22.1,OR10C1,442194,Hs.631997,1,/testis,testis
ENSG00000197309,11,124183345,1,q24.2,OR10D3,26497,Hs.538726,1,/testis,testis
ENSG00000169208,14,21568520,-1,q11.2,OR10G3,26533,Hs.554581,1,/testis,testis
ENSG00000176231,19,15944299,1,p13.12,OR10H4,126541,Hs.553579,1,/testis,testis
ENSG00000196184,1,159437845,1,q23.2,OR10J1,26476,Hs.532661,1,/testis,testis
ENSG00000186306,1,158398522,-1,q23.1,OR10T2,128360,Hs.553588,1,/testis,testis
ENSG00000198967,1,158605268,1,q23.1,OR10Z1,128368,Hs.553590,1,/testis,testis
ENSG00000196832,14,20190894,1,q11.2,OR11G2,390439,Hs.554582,1,/testis,testis
ENSG00000112462,6,29373423,-1,p22.1,OR12D3,81797,Hs.272280,1,/testis,testis
ENSG00000148136,9,104526253,-1,q31.1,OR13C4,138804,Hs.553601,1,/testis,testis
ENSG00000196772,1,247814660,-1,q44,OR14A16,284532,Hs.626620,1,/testis,testis
ENSG00000204695,6,29301701,1,p22.1,OR14J1,442191,Hs.632004,1,/testis,testis
ENSG00000184166,17,3088484,-1,p13.3,OR1D2,4991,Hs.532771,1,/testis,testis
ENSG00000204703,6,29086208,-1,p22.1,OR2B3,442184,Hs.553835,1,/testis,testis
ENSG00000177489,1,247588360,1,q44,OR2G2,81470,Hs.690208,1,/testis,testis
ENSG00000177476,1,247605586,1,q44,OR2G3,81469,Hs.653227,1,/testis,testis
ENSG00000204702,6,29099657,1,p22.1,OR2J1,442185,,1,/testis,testis
ENSG00000198601,1,248174821,1,q44,OR2M2,391194,Hs.534728,1,/testis,testis
ENSG00000228198,1,248197265,1,q44,OR2M3,127062,Hs.553581,1,/testis,testis
ENSG00000177186,1,248323630,-1,q44,OR2M7,391196,Hs.530570,1,/testis,testis
ENSG00000175143,1,248403048,1,q44,OR2T1,26696,Hs.626885,1,/testis,testis
ENSG00000187701,1,248649838,-1,q44,OR2T27,403239,Hs.553814,1,/testis,testis
ENSG00000227152,1,248436359,1,q44,OR2T7,,,1,/testis,testis
ENSG00000204704,6,29044213,-1,p22.1,OR2W1,26692,Hs.553526,1,/testis,testis
ENSG00000181733,19,8721634,1,p13.2,OR2Z1,284383,Hs.553675,1,/testis,testis
ENSG00000180090,17,3291017,-1,p13.3,OR3A1,4994,Hs.647410,1,/testis,testis
ENSG00000172188,11,55602360,-1,q11,OR4C11,219429,Hs.553620,1,/testis,testis
ENSG00000176547,11,48324920,1,p11.2,OR4C3,256144,Hs.553656,1,/testis,testis
ENSG00000254466,11,59473315,1,q12.1,OR4D10,390197,Hs.553756,1,/testis,testis
ENSG00000255713,17,58166982,1,q22,OR4D2,124538,Hs.446879,1,/testis,testis
ENSG00000221977,14,21653835,1,q11.2,OR4E2,26686,Hs.547982,1,/testis,testis
ENSG00000230178,5,181367268,1,q35.3,OR4F3,26683,Hs.722724,1,/testis,testis
ENSG00000186092,1,65419,1,p36.33,OR4F5,79501,Hs.554500,1,/testis,testis
ENSG00000155249,14,19930917,1,q11.2,OR4K1,79544,Hs.554584,1,/testis,testis
ENSG00000169484,14,20014143,-1,q11.2,OR4K14,122740,Hs.626814,1,/testis,testis
ENSG00000176230,14,20110739,1,q11.2,OR4K17,390436,Hs.553765,1,/testis,testis
ENSG00000176281,14,19920582,1,q11.2,OR4K5,79317,Hs.554585,1,/testis,testis
ENSG00000176246,14,20060045,1,q11.2,OR4L1,122742,Hs.553574,1,/testis,testis
ENSG00000181927,11,55635113,1,q11,OR4P4,81300,,1,/testis,testis
ENSG00000176555,11,48306223,1,p11.2,OR4S1,256148,Hs.553657,1,/testis,testis
ENSG00000174982,11,55648327,1,q11,OR4S2,219431,Hs.553621,1,/testis,testis
ENSG00000176787,11,5058650,-1,p15.4,OR52E2,119678,Hs.553557,1,/testis,testis
ENSG00000180934,11,6019336,-1,p15.4,OR56A1,120796,Hs.553543,1,/testis,testis
ENSG00000183389,11,5999445,-1,p15.4,OR56A4,120793,Hs.553571,1,/testis,testis
ENSG00000196578,3,98087173,1,q11.2,OR5AC2,81050,Hs.554715,1,/testis,testis
ENSG00000172769,11,58402464,-1,q12.1,OR5B3,441608,Hs.553826,1,/testis,testis
ENSG00000167825,11,55935456,-1,q12.1,OR5I1,10798,Hs.533706,1,/testis,testis
ENSG00000196098,3,98353854,1,q11.2,OR5K4,403278,Hs.554710,1,/testis,testis
ENSG00000205030,11,55827219,1,q12.1,OR5L2,26338,Hs.528356,1,/testis,testis
ENSG00000174937,11,56469274,-1,q12.1,OR5M3,219482,Hs.553631,1,/testis,testis
ENSG00000181371,11,56490349,-1,q12.1,OR5M8,219484,Hs.554522,1,/testis,testis
ENSG00000181698,11,56274154,1,q12.1,OR5T1,390155,Hs.553747,1,/testis,testis
ENSG00000181718,11,56231282,-1,q12.1,OR5T2,219464,Hs.553627,1,/testis,testis
ENSG00000243729,6,29353749,-1,p22.1,OR5V1,81696,Hs.666316,1,/testis,testis
ENSG00000187612,11,55913650,-1,q12.1,OR5W2,390148,Hs.554526,1,/testis,testis
ENSG00000205330,12,55314343,1,q13.2,OR6C1,390321,Hs.553763,1,/testis,testis
ENSG00000188324,12,55293988,-1,q13.2,OR6C6,283365,Hs.554555,1,/testis,testis
ENSG00000205327,12,55492378,1,q13.2,OR6C68,403284,Hs.626886,1,/testis,testis
ENSG00000197706,12,55247198,1,q13.2,OR6C74,254783,Hs.554556,1,/testis,testis
ENSG00000187857,12,55362975,1,q13.2,OR6C75,390323,Hs.554554,1,/testis,testis
ENSG00000186440,1,158560606,-1,q23.1,OR6P1,128366,Hs.723122,1,/testis,testis
ENSG00000225781,7,143052320,1,q34,OR6V1,346517,Hs.554721,1,/testis,testis
ENSG00000127515,19,14840466,-1,p13.12,OR7A10,390892,Hs.553776,1,/testis,testis
ENSG00000170953,11,124539635,-1,q24.2,OR8B12,219858,Hs.553634,1,/testis,testis
ENSG00000181693,11,56288462,-1,q12.1,OR8H1,219469,Hs.553628,1,/testis,testis
ENSG00000181761,11,56122373,1,q12.1,OR8H3,390152,Hs.553745,1,/testis,testis
ENSG00000150261,11,56345945,1,q12.1,OR8K1,390157,Hs.553748,1,/testis,testis
ENSG00000181752,11,56159394,-1,q12.1,OR8K5,219453,Hs.553626,1,/testis,testis
ENSG00000172199,11,56375624,1,q12.1,OR8U1,219417,Hs.553618,1,/testis,testis
ENSG00000172377,11,58116742,-1,q12.1,OR9I1,219954,Hs.632122,1,/testis,testis
ENSG00000170605,12,55126406,1,q13.2,OR9K2,441639,Hs.553827,1,/testis,testis
ENSG00000186513,11,58189070,1,q12.1,OR9Q2,219957,Hs.553643,1,/testis,testis
ENSG00000144645,3,31657890,-1,p22.3,OSBPL10,114884,Hs.150122,1,/testis,testis
ENSG00000151846,13,25095868,1,q12.13,PABPC3,5042,Hs.458280,1,/testis,testis
ENSG00000204279,X,55258412,-1,p11.21,PAGE3,139793,Hs.163473,1,/testis,testis
ENSG00000148832,10,133379234,1,q26.3,PAOX,196743,Hs.501578,1,/testis,testis
ENSG00000218823,7,4857733,-1,p22.1,PAPOLB,56903,Hs.487409,1,/testis,testis
ENSG00000163291,4,78887127,-1,q21.21,PAQR3,152559,Hs.657312,1,/testis,testis
ENSG00000183570,21,45643694,1,q22.3,PCBP3,54039,Hs.474049,1,/testis,testis
ENSG00000115257,19,1481428,-1,p13.3,PCSK4,54760,Hs.46884,1,/testis,testis
ENSG00000185813,17,81900965,-1,q25.3,PCYT2,5833,Hs.569843,1,/testis,testis
ENSG00000160209,21,43719094,1,q22.3,PDXK,8566,Hs.284491,1,/testis,testis
ENSG00000067057,10,3066333,1,p15.2,PFKP,5214,Hs.26010,1,/testis,testis
ENSG00000176732,2,24115371,-1,p23.3,PFN4,375189,Hs.442718,1,/testis,testis
ENSG00000116273,1,6613685,1,p36.31,PHF13,148479,Hs.516079,1,/testis,testis
ENSG00000010318,3,52410657,1,p21.1,PHF7,51533,Hs.372719,1,/testis,testis
ENSG00000156873,16,30748270,1,p11.2,PHKG2,5261,Hs.65735,1,/testis,testis
ENSG00000078043,18,46803224,-1,q21.1,PIAS2,9063,Hs.657844,1,/testis,testis
ENSG00000105229,19,4007646,1,p13.3,PIAS4,51588,Hs.105779,1,/testis,testis
ENSG00000117461,1,46040140,-1,p34.1,PIK3R3,8503,Hs.655387,1,/testis,testis
ENSG00000204311,2,178451346,1,q31.2,PJVK,494513,Hs.87734,1,/testis,testis
ENSG00000130943,22,46255663,-1,q13.31,PKDREJ,10343,Hs.241383,1,/testis,testis
ENSG00000173261,5,146084386,-1,q32,PLAC8L1,153770,Hs.162369,1,/testis,testis
ENSG00000179598,17,17200995,-1,p11.2,PLD6,201164,Hs.729079,1,/testis,testis
ENSG00000196155,16,67277510,1,q22.1,PLEKHG4,25894,Hs.188781,1,/testis,testis
ENSG00000118557,16,72112157,-1,q22.2,PMFBP1,83449,Hs.714939,1,/testis,testis
ENSG00000064933,2,189784085,1,q32.2,PMS1,5378,Hs.111749,1,/testis,testis
ENSG00000164087,3,52075253,-1,p21.2,POC1A,25886,Hs.476306,1,/testis,testis
ENSG00000144231,2,127843551,-1,q14.3,POLR2D,5433,Hs.715348,1,/testis,testis
ENSG00000158553,6,27285903,-1,p22.1,POM121L2,94026,Hs.729955,1,/testis,testis
ENSG00000239511,22,21125660,-1,q11.21,POM121L7P,,,1,/testis,testis
ENSG00000009830,14,77274956,-1,q24.3,POMT2,29954,Hs.132989,1,/testis,testis
ENSG00000115241,2,27381194,-1,p23.3,PPM1G,5496,Hs.643951,1,/testis,testis
ENSG00000180259,20,4731282,-1,p13,PRNT,149830,Hs.126516,1,/testis,testis
ENSG00000167525,17,28703197,-1,q11.2,PROCA1,147011,Hs.207471,1,/testis,testis
ENSG00000101911,X,12791355,1,p22.2,PRPS2,5634,Hs.654581,1,/testis,testis
ENSG00000188368,19,42302098,1,q13.2,PRR19,284338,Hs.585901,1,/testis,testis
ENSG00000204919,13,57140918,1,q21.1,PRR20A,122183,Hs.723090,1,/testis,testis
ENSG00000204918,13,57147488,1,q21.1,PRR20B,729233,Hs.723090,1,/testis,testis
ENSG00000229665,13,57140918,1,q21.1,PRR20C,729240,Hs.723090,1,/testis,testis
ENSG00000227151,13,57160632,1,q21.1,PRR20D,729246,Hs.723090,1,/testis,testis
ENSG00000234278,13,57167197,1,q21.1,PRR20E,729250,Hs.723090,1,/testis,testis
ENSG00000212123,19,5782960,-1,p13.3,PRR22,163154,Hs.631838,1,/testis,testis
ENSG00000184814,3,139019031,-1,q23,PRR23B,389151,Hs.531376,1,/testis,testis
ENSG00000233701,3,139042102,-1,q23,PRR23C,389152,Hs.531377,1,/testis,testis
ENSG00000185888,1,227815693,1,q42.13,PRSS38,339501,Hs.97604,1,/testis,testis
ENSG00000131470,17,42572315,-1,q21.2,PSMC3IP,29893,Hs.383019,1,/testis,testis
ENSG00000183527,21,39174769,-1,q22.2,PSMG1,8624,Hs.473838,1,/testis,testis
ENSG00000142538,19,49422414,-1,q13.33,PTH2,113091,Hs.339845,1,/testis,testis
ENSG00000179165,6,36390551,-1,p21.31,PXT1,222659,Hs.520097,1,/testis,testis
ENSG00000135631,2,73073382,-1,p13.2,RAB11FIP5,26056,Hs.24557,1,/testis,testis
ENSG00000167994,11,61897301,-1,q12.3,RAB3IL1,5866,Hs.13759,1,/testis,testis
ENSG00000147127,X,70282093,1,q13.1,RAB41,347517,Hs.276327,1,/testis,testis
ENSG00000169750,17,82031624,1,q25.3,RAC3,5881,Hs.45002,1,/testis,testis
ENSG00000161800,12,49976923,-1,q13.12,RACGAP1,29127,Hs.505469,1,/testis,testis
ENSG00000151164,12,110501655,1,q24.11,RAD9B,144715,Hs.97794,1,/testis,testis
ENSG00000157927,7,4797055,-1,p22.1,RADIL,55698,Hs.667336,1,/testis,testis
ENSG00000101146,20,57351010,1,q13.31,RAE1,8480,Hs.371698,1,/testis,testis
ENSG00000116191,1,178725147,1,q25.2,RALGPS2,55103,Hs.657592,1,/testis,testis
ENSG00000204764,5,170861870,1,q35.1,RANBP17,64901,Hs.410810,1,/testis,testis
ENSG00000010017,6,13621498,-1,p23,RANBP9,10048,Hs.708182,1,/testis,testis
ENSG00000100401,22,41245611,-1,q13.2,RANGAP1,5905,Hs.183800,1,/testis,testis
ENSG00000123094,12,25959029,1,p12.1,RASSF8,11228,Hs.696433,1,/testis,testis
ENSG00000177483,2,237798389,1,q37.3,RBM44,375316,Hs.720233,1,/testis,testis
ENSG00000005189,16,20806429,1,p12.3,REXO5,81691,Hs.177926,1,/testis,testis
ENSG00000185304,2,87755955,-1,p11.2,RGPD2,729857,Hs.728970,1,/testis,testis
ENSG00000153165,2,106391290,-1,q12.2,RGPD3,653489,Hs.726367,1,/testis,testis
ENSG00000196862,2,107826937,1,q12.3,RGPD4,285190,Hs.449164,1,/testis,testis
ENSG00000169629,2,112370092,-1,q14.1,RGPD8,727851,Hs.535589,1,/testis,testis
ENSG00000188050,7,122697712,-1,q31.32,RNF133,168433,Hs.126730,1,/testis,testis
ENSG00000235631,7,122701664,-1,q31.32,RNF148,378925,Hs.675191,1,/testis,testis
ENSG00000105982,7,156640281,1,q36.3,RNF32,140545,Hs.446194,1,/testis,testis
ENSG00000189050,17,59952240,-1,q23.1,RNFT1,51136,Hs.531701,1,/testis,testis
ENSG00000204086,X,96883908,1,q21.33,RPA4,29935,Hs.659349,1,/testis,testis
ENSG00000103494,16,53598153,-1,q12.2,RPGRIP1L,23322,Hs.709676,1,/testis,testis
ENSG00000163923,3,187120948,-1,q27.3,RPL39L,116832,Hs.647900,1,/testis,testis
ENSG00000183207,19,48993448,1,q13.33,RUVBL2,10856,Hs.515846,1,/testis,testis
ENSG00000168061,11,65040901,1,q13.1,SAC3D1,29901,Hs.23642,1,/testis,testis
ENSG00000136715,2,127941217,-1,q14.3,SAP130,79595,Hs.32995,1,/testis,testis
ENSG00000112167,6,39104064,-1,p21.2,SAYSD1,55776,Hs.58382,1,/testis,testis
ENSG00000139697,12,123289109,-1,q24.31,SBNO1,55206,Hs.7012,1,/testis,testis
ENSG00000143653,1,246724047,1,q44,SCCPDH,51097,Hs.498397,1,/testis,testis
ENSG00000169432,2,166195185,-1,q24.3,SCN9A,6335,Hs.439145,1,/testis,testis
ENSG00000162572,1,1280436,1,p36.33,SCNN1D,6339,Hs.512681,1,/testis,testis
ENSG00000132631,20,18813726,1,p11.23,SCP2D1,140856,Hs.112794,1,/testis,testis
ENSG00000079387,12,48042898,-1,q13.11,SENP1,29843,Hs.371957,1,/testis,testis
ENSG00000166192,15,72114258,1,q23,SENP8,123228,Hs.513002,1,/testis,testis
ENSG00000149212,11,95165513,-1,q21,SESN3,143686,Hs.120633,1,/testis,testis
ENSG00000163935,3,52903572,-1,p21.1,SFMBT1,51460,Hs.343679,1,/testis,testis
ENSG00000163535,2,200510008,1,q33.1,SGO2,151246,Hs.655182,1,/testis,testis
ENSG00000180592,10,21513478,-1,p12.31,SKIDA1,387640,Hs.694676,1,/testis,testis
ENSG00000215474,18,47206322,-1,q21.1,SKOR2,652991,Hs.585834,1,/testis,testis
ENSG00000120329,5,141302629,-1,q31.3,SLC25A2,83884,Hs.97647,1,/testis,testis
ENSG00000141437,18,31759562,-1,q12.1,SLC25A52,147407,Hs.567708,1,/testis,testis
ENSG00000100036,22,30635652,1,q12.2,SLC35E4,339665,Hs.660384,1,/testis,testis
ENSG00000177710,8,11330888,1,p23.1,SLC35G5,83650,Hs.458397,1,/testis,testis
ENSG00000103042,16,58665109,-1,q21,SLC38A7,55238,Hs.593499,1,/testis,testis
ENSG00000063127,19,49289638,-1,q13.33,SLC6A16,28968,Hs.130949,1,/testis,testis
ENSG00000164037,4,102885048,-1,q24,SLC9B1,150159,Hs.666728,1,/testis,testis
ENSG00000183704,Y,11340579,-1,q11.21,SLC9B1P1,,,1,/testis,testis
ENSG00000133302,5,94618347,1,q15,SLF1,84250,Hs.657315,1,/testis,testis
ENSG00000188827,16,3581181,-1,p13.3,SLX4,84464,Hs.143681,1,/testis,testis
ENSG00000184785,X,134990938,1,q26.3,SMIM10,644538,Hs.42239,1,/testis,testis
ENSG00000185662,5,171782432,1,q35.1,SMIM23,644994,Hs.591740,1,/testis,testis
ENSG00000172554,2,950868,1,p25.3,SNTG2,54221,Hs.595069,1,/testis,testis
ENSG00000134532,12,23529500,-1,p12.1,SOX5,6660,Hs.657542,1,/testis,testis
ENSG00000153498,13,112376319,1,q34,SPACA7,122258,Hs.97592,1,/testis,testis
ENSG00000189326,X,143025918,1,q27.3,SPANXN4,441525,Hs.535082,1,/testis,testis
ENSG00000170469,5,139396563,-1,q31.2,SPATA24,202051,Hs.373612,1,/testis,testis
ENSG00000149634,20,45886489,-1,q13.12,SPATA25,128497,Hs.128235,1,/testis,testis
ENSG00000184361,17,45254393,-1,q21.31,SPATA32,124783,Hs.412719,1,/testis,testis
ENSG00000185523,1,212830141,-1,q32.3,SPATA45,149643,Hs.153274,1,/testis,testis
ENSG00000132122,1,48295372,-1,p33,SPATA6,54558,Hs.538103,1,/testis,testis
ENSG00000042317,14,88384924,1,q31.3,SPATA7,55812,Hs.525518,1,/testis,testis
ENSG00000160284,21,46161148,-1,q22.3,SPATC1L,84221,Hs.381214,1,/testis,testis
ENSG00000040275,5,169583634,1,q35.1,SPDL1,54908,Hs.710145,1,/testis,testis
ENSG00000163806,2,28782517,1,p23.2,SPDYA,245711,Hs.511956,1,/testis,testis
ENSG00000136206,7,44000889,1,p13,SPDYE1,285955,Hs.645483,1,/testis,testis
ENSG00000205238,7,102551232,1,q22.1,SPDYE2,441273,Hs.656428,1,/testis,testis
ENSG00000173678,7,102650325,1,q22.1,SPDYE2B,100310812,Hs.433879,1,/testis,testis
ENSG00000134278,18,12446512,-1,p11.21,SPIRE1,56907,Hs.515283,1,/testis,testis
ENSG00000135250,7,105110704,-1,q22.3,SRPK2,6733,Hs.285197,1,/testis,testis
ENSG00000226763,19,43596617,1,q13.31,SRRM5,100170229,Hs.722032,1,/testis,testis
ENSG00000214188,7,116953899,1,q31.2,ST7-OT4,338069,Hs.662742,1,/testis,testis
ENSG00000196335,7,23710167,1,p15.3,STK31,56164,Hs.309767,1,/testis,testis
ENSG00000198870,9,133376367,1,q34.2,STKLD1,169436,Hs.720195,1,/testis,testis
ENSG00000001460,1,24356999,-1,p36.11,STPG1,90529,Hs.403187,1,/testis,testis
ENSG00000163116,4,97184093,-1,q23,STPG2,285555,Hs.680226,1,/testis,testis
ENSG00000167098,20,32983773,-1,q11.21,SUN5,140732,Hs.375186,1,/testis,testis
ENSG00000148291,9,133356552,1,q34.2,SURF2,6835,Hs.159448,1,/testis,testis
ENSG00000152455,10,14878820,1,p13,SUV39H2,79723,Hs.554883,1,/testis,testis
ENSG00000116668,1,185157080,1,q25.3,SWT1,54823,Hs.134183,1,/testis,testis
ENSG00000205078,16,77199397,1,q23.1,SYCE1L,100130958,Hs.734779,1,/testis,testis
ENSG00000161860,19,12898786,-1,p13.13,SYCE2,256126,Hs.655173,1,/testis,testis
ENSG00000217442,22,50551112,-1,q13.33,SYCE3,644186,Hs.535660,1,/testis,testis
ENSG00000196074,20,59863563,-1,q13.33,SYCP2,10388,Hs.202676,1,/testis,testis
ENSG00000153157,6,10886831,1,p24.2,SYCP2L,221711,Hs.729128,1,/testis,testis
ENSG00000139351,12,101728648,-1,q23.2,SYCP3,50511,Hs.506504,1,/testis,testis
ENSG00000146378,6,132617022,-1,q23.2,TAAR2,9287,Hs.272382,1,/testis,testis
ENSG00000122728,9,32629454,-1,p21.1,TAF1L,138474,Hs.591086,1,/testis,testis
ENSG00000148835,10,103367967,1,q24.33,TAF5,6877,Hs.96103,1,/testis,testis
ENSG00000170921,17,63009556,1,q23.2,TANC2,26115,Hs.410889,1,/testis,testis
ENSG00000266733,17,30553502,1,q11.2,TBC1D29,26083,Hs.241421,1,/testis,testis
ENSG00000106638,7,73567533,-1,q11.23,TBL2,26608,Hs.647044,1,/testis,testis
ENSG00000028839,6,133952170,1,q23.2,TBPL1,9519,Hs.486507,1,/testis,testis
ENSG00000101190,20,62841115,-1,q13.33,TCFL5,10732,Hs.126248,1,/testis,testis
ENSG00000163239,1,154502219,1,q21.3,TDRD10,126668,Hs.387671,1,/testis,testis
ENSG00000162782,1,179591613,1,q25.2,TDRD5,163589,Hs.739186,1,/testis,testis
ENSG00000180113,6,46687875,1,p12.3,TDRD6,221400,Hs.656983,1,/testis,testis
ENSG00000182134,1,151770107,-1,q21.3,TDRKH,11022,Hs.144439,1,/testis,testis
ENSG00000203730,1,182398117,-1,q25.3,TEDDM1,127670,Hs.156977,1,/testis,testis
ENSG00000150783,11,112167372,1,q23.1,TEX12,56158,Hs.524039,1,/testis,testis
ENSG00000121101,17,58556678,-1,q22,TEX14,56155,Hs.390221,1,/testis,testis
ENSG00000226174,14,105398579,1,q32.33,TEX22,647310,Hs.729499,1,/testis,testis
ENSG00000151287,13,102765990,-1,q33.1,TEX30,93081,Hs.398111,1,/testis,testis
ENSG00000186118,1,46668855,1,p33,TEX38,374973,Hs.443299,1,/testis,testis
ENSG00000168152,4,82900684,1,q21.22,THAP9,79725,Hs.582050,1,/testis,testis
ENSG00000106829,9,79571773,1,q21.31,TLE4,7091,Hs.444213,1,/testis,testis
ENSG00000187806,15,72398273,1,q23,TMEM202,338949,Hs.446069,1,/testis,testis
ENSG00000204300,11,123882926,-1,q24.1,TMEM225,338661,Hs.98377,1,/testis,testis
ENSG00000187066,11,65084979,-1,q13.1,TMEM262,100130348,Hs.712317,1,/testis,testis
ENSG00000167920,17,40819106,1,q21.2,TMEM99,147184,Hs.744059,1,/testis,testis
ENSG00000117586,1,173183734,-1,q25.1,TNFSF4,7292,Hs.181097,1,/testis,testis
ENSG00000196860,14,58395916,1,q23.1,TOMM20L,387990,Hs.592307,1,/testis,testis
ENSG00000025772,20,44942130,-1,q13.12,TOMM34,10953,Hs.517066,1,/testis,testis
ENSG00000259009,19,47860113,1,q13.33,TPRX2P,,,1,/testis,testis
ENSG00000108395,17,58982638,-1,q22,TRIM37,4591,Hs.605697,1,/testis,testis
ENSG00000183439,4,164954446,-1,q32.3,TRIM61,391712,Hs.654633,1,/testis,testis
ENSG00000166436,11,8612037,-1,p15.4,TRIM66,9866,Hs.716965,1,/testis,testis
ENSG00000163467,1,156337314,1,q22,TSACC,128229,Hs.534539,1,/testis,testis
ENSG00000180543,8,97273474,-1,q22.1,TSPYL5,85453,Hs.173094,1,/testis,testis
ENSG00000206203,22,19130808,1,q11.21,TSSK2,23617,Hs.694070,1,/testis,testis
ENSG00000162526,1,32351521,1,p35.1,TSSK3,81629,Hs.512763,1,/testis,testis
ENSG00000139908,14,24205697,1,q12,TSSK4,283629,Hs.314432,1,/testis,testis
ENSG00000178093,19,19512418,-1,p13.11,TSSK6,83983,Hs.666780,1,/testis,testis
ENSG00000128881,15,42738734,-1,q15.2,TTBK2,146057,Hs.727864,1,/testis,testis
ENSG00000149292,11,113314529,1,q23.2,TTC12,54970,Hs.288772,1,/testis,testis
ENSG00000213471,15,90249530,1,q26.1,TTLL13P,440307,Hs.632164,1,/testis,testis
ENSG00000119685,14,75633625,1,q24.3,TTLL5,23093,Hs.709609,1,/testis,testis
ENSG00000173213,18,47390,-1,p11.32,TUBB8P12,260334,Hs.579512,1,/testis,testis
ENSG00000131462,17,42609676,1,q21.2,TUBG1,7283,Hs.279669,1,/testis,testis
ENSG00000168454,18,9885726,1,p11.22,TXNDC2,84203,Hs.98712,1,/testis,testis
ENSG00000175518,11,5514393,-1,p15.4,UBQLNL,143630,Hs.10688,1,/testis,testis
ENSG00000165886,10,97498868,1,q24.1,UBTD1,80019,Hs.500724,1,/testis,testis
ENSG00000083290,17,19770829,-1,p11.2,ULK2,9706,Hs.168762,1,/testis,testis
ENSG00000168038,3,41246599,-1,p22.1,ULK4,54986,Hs.656192,1,/testis,testis
ENSG00000103404,16,23061406,-1,p12.2,USP31,57478,Hs.183817,1,/testis,testis
ENSG00000170832,17,60179094,-1,q23.2,USP32,84669,Hs.132868,1,/testis,testis
ENSG00000136014,12,95516560,-1,q22,USP44,84101,Hs.710121,1,/testis,testis
ENSG00000170236,15,50500562,-1,q21.2,USP50,373509,Hs.677758,1,/testis,testis
ENSG00000188958,3,191267168,-1,q28,UTS2B,257313,Hs.518492,1,/testis,testis
ENSG00000143494,1,212950520,1,q32.3,VASH2,79805,Hs.96885,1,/testis,testis
ENSG00000183066,22,41998725,1,q13.2,WBP2NL,164684,Hs.655541,1,/testis,testis
ENSG00000185798,3,196554177,-1,q29,WDR53,348793,Hs.385865,1,/testis,testis
ENSG00000126870,7,158856578,1,q36.3,WDR60,55112,Hs.389945,1,/testis,testis
ENSG00000162843,1,241652278,1,q43,WDR64,128025,Hs.97527,1,/testis,testis
ENSG00000166359,19,33132090,1,q13.11,WDR88,126248,Hs.211046,1,/testis,testis
ENSG00000161996,16,649311,1,p13.3,WDR90,197335,Hs.511903,1,/testis,testis
ENSG00000179698,8,144107726,1,q24.3,WDR97,340390,Hs.98723,1,/testis,testis
ENSG00000124116,20,45747944,-1,q13.12,WFDC3,140686,Hs.419126,1,/testis,testis
ENSG00000180205,20,45607939,-1,q13.12,WFDC9,259240,Hs.249828,1,/testis,testis
ENSG00000196584,7,152644779,-1,q36.1,XRCC2,7516,Hs.647093,1,/testis,testis
ENSG00000166435,11,74807739,-1,q13.4,XRRA1,143570,Hs.370145,1,/testis,testis
ENSG00000182362,21,46286337,1,q22.3,YBEY,54059,Hs.474066,1,/testis,testis
ENSG00000230797,X,21855987,1,p22.12,YY2,404281,Hs.673601,1,/testis,testis
ENSG00000232040,6,28570535,-1,p22.1,ZBED9,114821,Hs.176980,1,/testis,testis
ENSG00000181722,3,114314501,-1,q13.31,ZBTB20,26137,Hs.592414,1,/testis,testis
ENSG00000185278,1,173868082,1,q25.1,ZBTB37,84614,Hs.668497,1,/testis,testis
ENSG00000100722,14,88562909,1,q31.3,ZC3H14,79882,Hs.686171,1,/testis,testis
ENSG00000187969,X,74304190,1,q13.2,ZCCHC13,389874,Hs.157231,1,/testis,testis
ENSG00000140948,16,87406246,-1,q24.2,ZCCHC14,23174,Hs.156231,1,/testis,testis
ENSG00000078487,7,100400826,-1,q22.1,ZCWPW1,55063,Hs.742544,1,/testis,testis
ENSG00000206559,3,28349146,1,p24.1,ZCWPW2,152098,Hs.539824,1,/testis,testis
ENSG00000172671,10,45615501,-1,q11.22,ZFAND4,93550,Hs.659717,1,/testis,testis
ENSG00000141946,19,57134096,-1,q13.43,ZIM3,114026,Hs.348622,1,/testis,testis
ENSG00000141497,17,4740015,1,p13.2,ZMYND15,84225,Hs.742549,1,/testis,testis
ENSG00000197279,6,28080975,1,p22.1,ZNF165,7718,Hs.55481,1,/testis,testis
